date,Prefecture,Suicide,Wellbing,Worry,Boredom,Contentment,Divorce,Impairment,Irritability,Loneliness,Panic,Sadness,Sleep,Stress,
2020-04-01,JP-31,0,0,0,0,0,0,28,0,0,0,0,0,41,
2020-04-02,JP-31,0,0,0,0,0,0,14,0,0,0,0,0,42,
2020-04-03,JP-31,0,0,0,0,0,13,0,0,0,0,0,0,0,
2020-04-04,JP-31,0,0,0,0,0,14,14,0,0,0,0,0,42,
2020-04-05,JP-31,0,0,0,0,0,0,14,0,0,0,0,37,0,
2020-04-06,JP-31,0,0,0,0,0,0,14,0,0,0,0,0,0,
2020-04-07,JP-31,0,0,0,0,0,0,0,0,0,0,0,76,41,
2020-04-08,JP-31,0,0,0,0,0,0,15,0,0,0,0,0,0,
2020-04-09,JP-31,0,0,54,0,0,0,0,0,0,0,0,0,0,
2020-04-10,JP-31,0,0,0,0,0,0,13,0,0,0,0,0,0,
2020-04-11,JP-31,0,0,0,0,0,13,13,0,0,0,61,0,0,
2020-04-12,JP-31,0,0,0,0,0,0,13,0,0,0,0,0,0,
2020-04-13,JP-31,0,0,0,0,0,13,0,0,0,0,0,0,0,
2020-04-14,JP-31,0,0,0,0,0,0,29,0,0,0,0,39,0,
2020-04-15,JP-31,0,0,0,0,0,0,0,0,0,0,0,39,42,
2020-04-16,JP-31,0,0,0,0,0,0,29,0,0,0,0,0,0,
2020-04-17,JP-31,0,0,0,65,0,0,13,0,0,0,0,0,0,
2020-04-18,JP-31,0,0,0,0,0,11,0,0,0,0,0,30,0,
2020-04-19,JP-31,0,0,0,0,0,0,0,0,0,0,0,0,35,
2020-04-20,JP-31,41,0,0,0,0,12,12,0,0,0,0,0,0,
2020-04-21,JP-31,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-04-22,JP-31,0,0,0,0,0,14,28,0,0,0,0,0,0,
2020-04-23,JP-31,0,0,0,0,0,0,100,0,0,0,0,0,0,
2020-04-24,JP-31,89,0,0,0,0,0,26,0,0,53,0,0,0,
2020-04-25,JP-31,0,0,0,0,0,13,0,0,0,0,0,71,0,
2020-04-26,JP-31,0,0,0,0,0,12,0,0,0,0,0,0,0,
2020-04-27,JP-31,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-04-28,JP-31,0,0,0,0,0,0,25,0,0,0,0,33,36,
2020-04-29,JP-31,82,0,49,0,0,12,24,0,0,0,0,0,35,
2020-04-30,JP-31,0,0,0,0,0,0,22,0,0,0,0,30,32,
2020-05-01,JP-31,39,0,0,0,0,12,12,0,0,0,0,0,0,
2020-05-02,JP-31,0,0,0,0,0,12,25,0,0,0,0,0,0,
2020-05-03,JP-31,0,0,0,0,0,25,37,0,0,0,0,0,36,
2020-05-04,JP-31,0,0,0,0,0,12,12,0,0,0,0,0,0,
2020-05-05,JP-31,0,0,0,0,0,0,23,0,0,0,0,0,0,
2020-05-06,JP-31,0,0,0,0,0,12,12,0,0,0,0,0,33,
2020-05-07,JP-31,0,42,0,0,0,42,0,0,0,0,0,0,40,
2020-05-08,JP-31,0,0,0,0,0,0,13,0,0,0,0,34,0,
2020-05-09,JP-31,0,0,0,0,0,11,0,0,0,0,0,31,0,
2020-05-10,JP-31,0,0,0,0,0,0,13,0,0,0,0,0,0,
2020-05-11,JP-31,0,0,0,0,34,0,0,0,0,0,0,0,0,
2020-03-10,JP-32,37,0,0,0,0,0,73,0,0,0,0,0,22,
2020-03-11,JP-32,0,0,0,0,0,37,0,0,0,0,0,0,0,
2020-03-12,JP-32,0,0,0,0,0,0,38,0,0,0,0,0,0,
2020-03-13,JP-32,0,0,0,0,0,0,18,0,0,0,0,0,0,
2020-03-14,JP-32,0,0,0,0,0,0,18,0,0,28,0,0,0,
2020-03-15,JP-32,72,0,0,0,0,0,18,0,0,0,0,0,22,
2020-03-16,JP-32,0,0,0,0,0,19,19,0,0,0,0,0,0,
2020-03-17,JP-32,0,0,0,0,0,0,19,0,0,0,0,23,0,
2020-03-18,JP-32,0,0,46,0,0,0,20,0,0,0,0,0,69,
2020-03-19,JP-32,0,39,47,0,0,0,0,0,0,0,0,0,0,
2020-03-20,JP-32,0,0,0,0,0,35,0,0,0,0,0,0,0,
2020-03-21,JP-32,0,0,0,0,0,0,56,0,0,0,0,0,0,
2020-03-22,JP-32,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-03-23,JP-32,0,0,45,0,0,18,0,0,0,0,0,0,0,
2020-03-24,JP-32,0,0,0,0,0,0,18,0,0,0,0,0,0,
2020-03-25,JP-32,0,0,0,0,0,20,40,0,0,0,0,0,0,
2020-03-26,JP-32,0,0,0,0,0,0,77,0,0,0,0,0,0,
2020-03-27,JP-32,0,0,0,0,0,0,75,0,0,0,0,0,21,
2020-03-28,JP-32,0,0,43,0,0,0,0,0,0,0,0,0,0,
2020-03-29,JP-32,0,0,0,0,0,37,0,0,0,0,0,0,0,
2020-03-30,JP-32,0,0,0,0,0,0,18,0,0,0,0,0,0,
2020-03-31,JP-32,0,37,0,0,0,0,0,0,0,0,0,21,0,
2020-04-01,JP-32,0,0,0,0,0,0,37,0,0,0,0,20,0,
2020-04-02,JP-32,38,38,0,0,0,0,37,0,0,32,0,21,0,
2020-04-03,JP-32,0,0,0,0,0,0,19,0,0,0,0,0,0,
2020-04-04,JP-32,0,0,0,0,0,0,18,0,0,0,0,0,0,
2020-04-05,JP-32,38,0,0,0,0,19,0,0,0,0,0,0,0,
2020-04-06,JP-32,0,0,0,0,0,20,0,0,0,0,0,21,0,
2020-04-07,JP-32,0,0,0,0,0,0,0,0,0,0,0,0,22,
2020-04-08,JP-32,0,0,0,0,0,19,0,0,0,0,0,0,0,
2020-04-09,JP-32,0,0,0,0,42,0,0,0,0,0,0,0,19,
2020-04-10,JP-32,0,0,0,0,0,0,17,0,0,0,0,0,0,
2020-04-11,JP-32,0,0,0,0,0,0,16,0,0,0,0,0,0,
2020-04-12,JP-32,0,0,0,0,0,16,0,0,0,0,0,0,0,
2020-04-13,JP-32,0,0,0,0,0,0,18,0,0,0,0,21,0,
2020-04-14,JP-32,0,0,0,0,0,0,18,0,0,0,0,0,0,
2020-04-15,JP-32,0,0,0,0,0,0,37,0,0,0,0,0,22,
2020-04-16,JP-32,0,31,37,0,0,0,33,0,0,0,0,0,0,
2020-04-17,JP-32,68,0,0,80,0,0,0,0,0,0,0,0,0,
2020-04-18,JP-32,32,0,0,0,0,16,16,0,0,0,0,18,19,
2020-04-19,JP-32,63,0,0,0,0,0,0,0,0,0,0,0,57,
2020-04-20,JP-32,33,0,0,0,0,0,16,0,0,0,0,19,0,
2020-04-21,JP-32,0,0,0,0,0,34,51,0,0,0,0,0,40,
2020-04-22,JP-32,34,0,0,0,0,17,17,0,0,0,0,19,0,
2020-04-23,JP-32,31,0,0,0,0,0,0,0,0,0,0,0,0,
2020-04-24,JP-32,0,0,0,0,0,0,33,0,0,0,0,0,0,
2020-04-25,JP-32,0,0,0,0,0,0,33,0,0,0,0,0,0,
2020-04-26,JP-32,0,0,0,0,0,0,0,0,0,27,0,0,0,
2020-04-27,JP-32,0,0,0,0,0,0,15,0,0,0,0,0,0,
2020-04-28,JP-32,0,0,0,0,0,35,0,0,0,0,0,0,19,
2020-04-29,JP-32,0,33,0,0,0,0,16,0,0,0,32,0,0,
2020-04-30,JP-32,0,0,0,0,0,30,60,0,0,0,0,16,0,
2020-05-01,JP-32,63,0,0,0,0,0,16,0,0,0,0,18,19,
2020-05-02,JP-32,32,0,0,0,0,0,16,0,0,0,0,18,0,
2020-05-03,JP-32,0,0,0,0,0,15,15,0,0,0,0,33,0,
2020-05-04,JP-32,30,0,0,0,0,0,16,0,0,0,0,17,19,
2020-05-05,JP-32,0,0,0,0,0,0,14,0,0,0,0,0,0,
2020-05-06,JP-32,0,30,0,0,0,0,15,0,0,0,0,0,0,
2020-05-07,JP-32,0,0,0,0,0,17,50,0,0,0,0,0,0,
2020-05-08,JP-32,32,0,0,0,0,0,32,0,0,0,0,0,0,
2020-05-09,JP-32,0,0,0,0,0,31,0,0,0,0,0,35,0,
2020-05-10,JP-32,32,0,0,0,0,16,16,0,0,0,0,0,0,
2020-05-11,JP-32,0,0,0,0,0,0,16,0,0,0,0,0,19,
2020-03-10,JP-33,14,0,0,50,26,0,48,0,0,40,0,13,0,
2020-03-11,JP-33,0,0,18,0,0,39,19,0,0,0,0,14,15,
2020-03-12,JP-33,16,0,0,0,0,43,21,0,0,0,0,27,30,
2020-03-13,JP-33,44,15,0,0,0,29,20,0,0,0,0,14,0,
2020-03-14,JP-33,0,0,0,0,0,29,39,0,0,21,0,27,0,
2020-03-15,JP-33,0,0,0,0,0,20,10,0,0,0,0,27,29,
2020-03-16,JP-33,0,0,0,0,0,10,71,0,0,21,0,14,15,
2020-03-17,JP-33,15,0,0,0,26,20,41,0,0,21,0,0,0,
2020-03-18,JP-33,0,0,0,0,0,10,96,0,0,0,0,14,0,
2020-03-19,JP-33,30,0,0,0,0,0,20,0,0,0,0,14,45,
2020-03-20,JP-33,44,15,0,0,0,29,10,0,0,19,0,27,14,
2020-03-21,JP-33,15,0,18,0,0,20,60,0,0,0,0,14,0,
2020-03-22,JP-33,0,0,0,0,0,9,28,0,0,0,0,13,0,
2020-03-23,JP-33,0,15,0,0,0,20,20,0,0,40,23,14,15,
2020-03-24,JP-33,0,15,18,0,0,20,10,0,0,22,0,0,0,
2020-03-25,JP-33,0,0,0,0,0,20,60,0,0,21,0,0,15,
2020-03-26,JP-33,0,0,0,0,0,21,52,0,0,0,23,0,0,
2020-03-27,JP-33,0,0,0,0,0,0,56,0,0,21,0,0,29,
2020-03-28,JP-33,15,0,18,0,26,0,58,0,0,41,0,14,15,
2020-03-29,JP-33,0,0,0,0,26,40,10,0,0,0,0,14,15,
2020-03-30,JP-33,14,14,0,0,0,0,28,0,0,0,0,0,0,
2020-03-31,JP-33,14,0,0,0,0,10,19,0,0,0,0,0,0,
2020-04-01,JP-33,0,14,0,0,0,0,57,0,0,19,0,0,43,
2020-04-02,JP-33,0,0,0,0,0,10,20,0,0,21,0,0,15,
2020-04-03,JP-33,0,0,18,0,0,20,20,0,0,0,0,0,15,
2020-04-04,JP-33,0,0,0,0,0,10,48,0,0,0,0,13,14,
2020-04-05,JP-33,14,0,0,0,0,57,28,0,0,0,0,13,14,
2020-04-06,JP-33,0,0,0,0,0,9,83,0,0,0,0,14,29,
2020-04-07,JP-33,14,0,17,0,0,10,38,0,0,0,23,0,15,
2020-04-08,JP-33,0,0,0,0,0,19,68,0,0,0,23,14,73,
2020-04-09,JP-33,0,0,0,0,0,19,48,0,0,0,0,14,30,
2020-04-10,JP-33,0,0,17,0,0,10,38,0,0,0,0,0,15,
2020-04-11,JP-33,14,0,0,0,0,9,27,0,0,0,0,0,28,
2020-04-12,JP-33,27,0,0,0,0,0,35,0,0,0,0,0,27,
2020-04-13,JP-33,14,0,0,0,0,19,10,0,0,21,0,14,15,
2020-04-14,JP-33,30,0,0,0,0,0,100,0,0,0,0,27,30,
2020-04-15,JP-33,15,15,18,0,0,49,68,0,0,0,23,0,0,
2020-04-16,JP-33,14,0,0,0,23,37,37,0,0,0,0,13,0,
2020-04-17,JP-33,0,0,0,45,23,27,54,0,0,0,0,12,13,
2020-04-18,JP-33,26,0,16,0,0,0,9,0,0,18,0,24,13,
2020-04-19,JP-33,0,0,0,0,0,17,35,0,0,0,20,12,26,
2020-04-20,JP-33,13,26,0,0,0,9,44,0,0,0,0,0,27,
2020-04-21,JP-33,13,13,0,0,0,18,53,0,0,0,0,0,40,
2020-04-22,JP-33,0,13,0,0,0,9,53,0,0,0,0,25,0,
2020-04-23,JP-33,26,0,0,0,0,17,60,0,0,0,0,12,13,
2020-04-24,JP-33,27,13,0,0,0,0,27,0,0,0,0,24,13,
2020-04-25,JP-33,14,0,17,0,0,18,55,0,0,0,0,0,26,
2020-04-26,JP-33,0,0,0,0,0,26,17,0,0,0,0,12,25,
2020-04-27,JP-33,13,0,31,0,0,9,26,0,0,0,0,0,39,
2020-04-28,JP-33,0,0,0,0,0,9,36,0,0,0,0,0,13,
2020-04-29,JP-33,39,0,0,0,0,17,43,0,0,18,0,48,0,
2020-04-30,JP-33,0,0,0,0,0,8,33,0,0,0,0,0,12,
2020-05-01,JP-33,26,0,0,0,0,26,43,0,0,18,0,12,13,
2020-05-02,JP-33,13,0,0,0,0,9,61,0,0,0,0,12,0,
2020-05-03,JP-33,25,0,14,40,0,16,25,0,0,0,0,22,0,
2020-05-04,JP-33,64,0,0,0,0,9,43,0,0,0,0,0,0,
2020-05-05,JP-33,25,0,0,0,0,0,0,0,0,0,0,22,48,
2020-05-06,JP-33,0,12,0,0,0,8,33,0,0,0,0,0,25,
2020-05-07,JP-33,0,0,0,0,0,17,8,0,0,0,0,36,39,
2020-05-08,JP-33,0,0,0,0,0,34,50,0,0,18,0,23,13,
2020-05-09,JP-33,0,13,16,40,0,8,50,0,0,0,0,34,12,
2020-05-10,JP-33,40,13,16,0,0,27,27,0,0,0,0,36,0,
2020-05-11,JP-33,0,0,0,0,23,17,26,0,0,18,20,24,0,
2020-03-10,JP-34,12,0,0,0,0,28,23,0,0,22,0,15,31,
2020-03-11,JP-34,25,13,16,0,0,48,12,0,0,0,0,0,0,
2020-03-12,JP-34,13,0,0,0,0,23,53,0,0,0,26,15,17,
2020-03-13,JP-34,0,0,0,0,0,6,52,0,0,0,25,0,48,
2020-03-14,JP-34,26,0,0,0,0,12,24,0,0,0,0,0,0,
2020-03-15,JP-34,25,0,14,0,16,23,23,0,0,0,0,15,16,
2020-03-16,JP-34,13,13,16,0,16,12,35,0,0,0,0,15,16,
2020-03-17,JP-34,26,0,0,0,0,17,41,0,0,0,25,15,16,
2020-03-18,JP-34,13,25,0,0,0,6,65,0,0,0,0,0,66,
2020-03-19,JP-34,13,0,16,0,0,17,35,0,0,0,0,60,48,
2020-03-20,JP-34,37,0,14,0,0,23,17,0,0,0,0,29,0,
2020-03-21,JP-34,0,13,0,0,16,18,36,0,0,0,0,31,0,
2020-03-22,JP-34,12,12,0,0,0,23,35,0,0,22,25,0,16,
2020-03-23,JP-34,12,0,0,0,16,17,66,0,0,0,0,43,93,
2020-03-24,JP-34,0,0,0,0,0,36,24,0,0,0,0,31,33,
2020-03-25,JP-34,13,13,0,0,0,17,39,0,0,0,0,29,16,
2020-03-26,JP-34,12,0,0,0,0,11,40,0,0,22,0,45,16,
2020-03-27,JP-34,0,0,0,0,0,16,55,0,0,22,0,15,46,
2020-03-28,JP-34,37,12,0,0,16,11,46,0,0,0,0,0,0,
2020-03-29,JP-34,0,0,0,0,0,17,17,0,0,0,0,15,16,
2020-03-30,JP-34,12,0,0,0,0,11,33,0,0,0,25,29,0,
2020-03-31,JP-34,60,0,0,0,0,23,40,0,0,0,0,30,48,
2020-04-01,JP-34,12,0,0,0,0,27,33,0,0,0,0,28,61,
2020-04-02,JP-34,0,0,14,0,0,22,28,0,0,0,0,0,16,
2020-04-03,JP-34,12,12,0,0,0,27,33,0,0,0,0,0,0,
2020-04-04,JP-34,0,24,0,0,16,11,29,0,0,0,0,30,32,
2020-04-05,JP-34,12,12,0,0,0,6,39,0,0,0,0,43,0,
2020-04-06,JP-34,12,0,0,0,0,11,38,0,0,22,0,15,31,
2020-04-07,JP-34,24,0,0,0,13,5,60,0,0,0,0,15,0,
2020-04-08,JP-34,12,0,0,0,16,39,28,0,0,0,0,15,0,
2020-04-09,JP-34,24,36,14,0,16,17,22,0,0,0,0,15,16,
2020-04-10,JP-34,23,0,0,0,0,11,53,0,0,0,0,55,0,
2020-04-11,JP-34,0,22,0,0,0,20,35,0,0,0,0,0,14,
2020-04-12,JP-34,52,0,0,0,13,0,10,0,0,0,0,0,14,
2020-04-13,JP-34,12,0,0,0,0,32,53,0,0,0,0,41,44,
2020-04-14,JP-34,23,11,13,0,0,5,83,0,0,0,0,14,44,
2020-04-15,JP-34,0,0,13,0,0,0,66,0,0,0,22,27,29,
2020-04-16,JP-34,0,0,13,0,0,10,15,0,0,56,0,13,14,
2020-04-17,JP-34,21,0,0,0,0,14,39,0,0,19,0,13,0,
2020-04-18,JP-34,10,0,0,0,0,5,33,0,0,0,41,0,26,
2020-04-19,JP-34,10,0,37,0,0,33,56,0,0,18,20,24,13,
2020-04-20,JP-34,21,0,0,0,0,15,29,0,0,0,0,38,14,
2020-04-21,JP-34,22,0,13,0,0,20,40,0,0,0,0,0,28,
2020-04-22,JP-34,0,11,0,0,0,15,57,0,0,0,0,0,0,
2020-04-23,JP-34,0,11,0,0,0,10,15,0,0,19,0,0,28,
2020-04-24,JP-34,45,11,0,0,0,16,21,0,0,40,0,0,29,
2020-04-25,JP-34,11,11,0,0,0,10,26,0,0,41,23,27,15,
2020-04-26,JP-34,0,11,0,0,26,21,26,0,0,19,0,13,57,
2020-04-27,JP-34,32,0,0,0,0,5,40,0,0,0,0,0,42,
2020-04-28,JP-34,22,0,0,0,0,15,10,0,0,0,0,27,43,
2020-04-29,JP-34,0,0,0,0,0,10,31,0,0,19,0,13,29,
2020-04-30,JP-34,31,31,0,0,0,14,19,0,0,18,0,24,13,
2020-05-01,JP-34,22,0,0,0,0,5,45,0,0,0,0,13,28,
2020-05-02,JP-34,22,11,0,0,0,21,36,0,0,21,0,27,29,
2020-05-03,JP-34,11,11,0,0,0,20,45,0,0,19,0,13,56,
2020-05-04,JP-34,21,0,0,25,0,20,60,0,0,0,0,13,14,
2020-05-05,JP-34,22,11,0,0,0,34,38,0,0,18,20,25,40,
2020-05-06,JP-34,10,0,12,25,0,28,56,0,0,0,0,49,13,
2020-05-07,JP-34,44,0,13,0,13,10,35,0,0,0,0,0,0,
2020-05-08,JP-34,11,0,0,0,0,5,61,0,0,38,0,0,14,
2020-05-09,JP-34,11,0,0,0,0,15,29,0,0,0,22,38,27,
2020-05-10,JP-34,0,11,25,0,13,5,53,0,0,0,22,13,0,
2020-05-11,JP-34,0,0,13,0,0,10,30,0,0,0,0,26,14,
2020-03-10,JP-35,0,0,0,0,0,25,12,0,0,0,0,25,0,
2020-03-11,JP-35,0,0,0,0,0,0,12,0,0,0,0,25,0,
2020-03-12,JP-35,0,0,0,0,0,26,26,0,0,0,0,51,0,
2020-03-13,JP-35,0,0,0,0,0,25,0,0,0,0,0,0,0,
2020-03-14,JP-35,22,0,0,0,0,51,37,0,0,0,0,49,26,
2020-03-15,JP-35,22,0,0,0,0,0,36,0,0,71,0,23,0,
2020-03-16,JP-35,0,22,0,0,0,0,62,0,0,0,0,49,27,
2020-03-17,JP-35,0,0,0,0,0,0,38,0,0,0,0,0,27,
2020-03-18,JP-35,0,23,0,0,0,13,64,0,0,37,42,0,27,
2020-03-19,JP-35,23,0,0,0,0,13,51,0,0,0,0,51,0,
2020-03-20,JP-35,0,0,0,0,0,25,13,0,0,0,0,0,0,
2020-03-21,JP-35,22,0,0,0,0,24,37,0,0,0,0,0,0,
2020-03-22,JP-35,0,0,0,0,0,0,22,0,0,33,38,0,0,
2020-03-23,JP-35,0,0,28,0,0,51,37,0,0,0,0,25,0,
2020-03-24,JP-35,0,0,0,0,0,12,0,0,0,0,41,24,0,
2020-03-25,JP-35,23,0,0,0,0,0,50,0,0,0,0,0,0,
2020-03-26,JP-35,0,0,27,0,0,12,0,0,0,0,0,0,0,
2020-03-27,JP-35,22,0,0,0,0,0,24,0,0,0,0,24,0,
2020-03-28,JP-35,0,22,0,0,0,0,96,0,0,0,0,0,26,
2020-03-29,JP-35,0,0,0,0,0,25,50,0,0,37,0,0,27,
2020-03-30,JP-35,21,0,25,0,0,35,35,0,0,0,0,0,0,
2020-03-31,JP-35,0,0,0,0,0,37,0,0,0,0,0,0,27,
2020-04-01,JP-35,22,0,0,0,31,12,0,0,0,0,0,0,26,
2020-04-02,JP-35,0,0,0,0,0,25,25,0,0,37,0,50,54,
2020-04-03,JP-35,0,0,27,0,0,0,25,0,0,0,0,0,26,
2020-04-04,JP-35,0,0,0,0,0,25,37,0,0,0,0,25,53,
2020-04-05,JP-35,21,0,0,0,31,12,24,0,0,35,0,0,0,
2020-04-06,JP-35,63,0,0,0,0,12,0,0,0,0,0,23,25,
2020-04-07,JP-35,20,20,24,0,0,11,22,0,0,0,0,22,0,
2020-04-08,JP-35,43,0,0,0,0,12,12,0,0,0,0,0,0,
2020-04-09,JP-35,45,0,0,0,0,12,25,0,0,0,0,24,0,
2020-04-10,JP-35,0,21,0,0,0,24,24,0,0,0,0,46,0,
2020-04-11,JP-35,0,0,0,55,0,11,0,0,0,0,0,22,0,
2020-04-12,JP-35,18,0,0,0,26,20,40,0,0,0,0,0,43,
2020-04-13,JP-35,0,21,0,0,0,23,11,0,0,0,0,22,0,
2020-04-14,JP-35,21,0,0,0,0,12,35,0,0,0,0,0,25,
2020-04-15,JP-35,20,41,0,0,0,23,11,0,0,0,38,0,0,
2020-04-16,JP-35,19,0,23,0,0,10,10,0,0,0,0,21,22,
2020-04-17,JP-35,0,0,0,0,0,10,31,0,0,0,0,0,22,
2020-04-18,JP-35,19,19,0,0,0,21,10,0,0,0,0,0,0,
2020-04-19,JP-35,0,0,0,0,0,21,10,0,0,0,0,21,0,
2020-04-20,JP-35,20,0,0,0,0,22,33,0,0,0,0,86,23,
2020-04-21,JP-35,0,0,0,0,0,11,11,0,0,31,0,0,22,
2020-04-22,JP-35,40,0,0,0,0,0,22,0,0,0,0,0,0,
2020-04-23,JP-35,57,0,0,0,0,31,42,0,0,0,0,0,22,
2020-04-24,JP-35,0,0,0,0,0,11,67,0,0,0,0,0,24,
2020-04-25,JP-35,0,0,0,0,0,11,45,0,0,0,38,0,24,
2020-04-26,JP-35,40,20,0,0,0,22,22,0,0,0,0,0,23,
2020-04-27,JP-35,19,0,0,0,0,11,43,0,0,0,0,0,22,
2020-04-28,JP-35,19,0,23,0,0,22,32,0,0,0,0,0,23,
2020-04-29,JP-35,0,0,0,0,0,11,33,0,0,0,36,0,70,
2020-04-30,JP-35,18,0,0,0,0,10,20,0,0,0,0,0,0,
2020-05-01,JP-35,0,19,0,0,0,10,62,0,0,0,0,0,22,
2020-05-02,JP-35,19,0,0,0,0,21,11,0,0,0,0,0,22,
2020-05-03,JP-35,36,0,0,0,0,20,0,0,0,0,0,20,21,
2020-05-04,JP-35,36,0,0,0,0,10,40,0,0,0,0,20,0,
2020-05-05,JP-35,18,0,0,0,0,50,30,0,0,29,0,20,42,
2020-05-06,JP-35,18,18,0,0,0,31,61,0,0,29,0,40,65,
2020-05-07,JP-35,0,0,0,0,0,22,32,0,0,0,0,21,23,
2020-05-08,JP-35,0,0,0,0,29,0,33,0,0,0,0,21,70,
2020-05-09,JP-35,0,0,0,0,0,10,20,0,0,29,0,20,0,
2020-05-10,JP-35,18,0,0,100,0,10,10,0,0,29,0,0,44,
2020-05-11,JP-35,20,0,0,0,0,11,11,0,0,0,0,22,24,
2020-03-10,JP-36,24,0,0,0,0,0,14,0,0,0,0,0,0,
2020-03-11,JP-36,0,0,0,0,0,30,0,0,0,0,0,75,0,
2020-03-12,JP-36,0,24,29,0,0,14,14,0,0,0,0,26,0,
2020-03-13,JP-36,0,0,0,0,0,0,15,0,0,0,0,0,0,
2020-03-14,JP-36,0,0,0,0,0,15,15,0,0,0,0,0,0,
2020-03-15,JP-36,0,0,0,0,0,0,30,0,0,0,0,26,28,
2020-03-16,JP-36,0,100,0,0,0,29,29,0,0,0,0,27,0,
2020-03-17,JP-36,0,0,0,0,39,0,15,0,0,0,0,0,0,
2020-03-18,JP-36,0,0,0,0,0,0,16,0,0,0,0,0,27,
2020-03-19,JP-36,0,0,0,0,0,29,44,0,0,38,0,0,28,
2020-03-20,JP-36,25,0,0,0,0,15,31,0,0,38,0,0,0,
2020-03-21,JP-36,0,0,0,0,0,15,15,0,0,0,0,26,28,
2020-03-22,JP-36,0,0,0,0,0,0,0,0,0,0,42,0,0,
2020-03-23,JP-36,0,0,0,0,0,0,30,0,0,0,0,0,0,
2020-03-24,JP-36,0,0,0,0,0,32,64,0,0,0,0,0,29,
2020-03-25,JP-36,24,0,0,0,0,0,46,0,0,0,0,0,0,
2020-03-26,JP-36,51,0,0,0,0,0,0,0,0,0,0,0,29,
2020-03-27,JP-36,23,0,0,0,0,0,15,0,0,0,0,0,0,
2020-03-28,JP-36,25,0,0,0,0,15,30,0,0,0,0,26,0,
2020-03-29,JP-36,0,24,0,0,0,0,15,0,0,0,0,0,0,
2020-03-30,JP-36,24,0,0,0,0,28,14,0,0,0,0,0,27,
2020-03-31,JP-36,0,0,0,0,0,0,15,0,0,0,0,0,0,
2020-04-01,JP-36,0,0,0,0,0,14,43,0,0,0,0,0,0,
2020-04-02,JP-36,0,0,0,0,0,15,62,0,0,0,0,26,0,
2020-04-03,JP-36,0,25,0,0,0,0,30,0,0,0,0,26,0,
2020-04-04,JP-36,25,0,0,0,0,15,44,0,0,0,0,0,0,
2020-04-05,JP-36,0,0,0,0,0,15,15,0,0,0,0,24,78,
2020-04-06,JP-36,0,0,0,0,0,29,29,0,0,0,0,0,0,
2020-04-07,JP-36,0,0,0,0,0,14,43,0,0,0,0,25,0,
2020-04-08,JP-36,0,0,0,0,36,0,42,0,0,0,41,0,0,
2020-04-09,JP-36,0,0,0,0,0,0,76,0,0,0,0,0,0,
2020-04-10,JP-36,0,0,0,0,0,31,31,0,0,0,0,0,0,
2020-04-11,JP-36,0,0,0,0,0,29,57,0,0,0,0,0,0,
2020-04-12,JP-36,47,0,0,0,0,0,41,0,0,0,0,0,0,
2020-04-13,JP-36,0,0,0,0,0,43,0,0,0,35,0,0,0,
2020-04-14,JP-36,0,0,0,0,0,14,29,0,0,0,0,0,0,
2020-04-15,JP-36,23,0,0,0,0,0,28,0,0,0,0,0,0,
2020-04-16,JP-36,0,0,0,0,0,0,13,0,0,0,0,0,26,
2020-04-17,JP-36,22,0,0,0,0,14,14,0,0,0,0,0,0,
2020-04-18,JP-36,0,0,0,0,0,0,28,0,0,0,0,22,0,
2020-04-19,JP-36,0,0,0,0,0,43,42,0,0,0,0,0,0,
2020-04-20,JP-36,0,0,0,0,0,0,13,0,0,0,0,22,0,
2020-04-21,JP-36,0,0,0,0,31,12,12,0,0,0,0,0,0,
2020-04-22,JP-36,21,0,0,0,0,40,0,0,0,0,0,22,24,
2020-04-23,JP-36,44,0,27,0,0,13,52,0,0,0,0,0,50,
2020-04-24,JP-36,45,0,0,0,0,0,28,0,0,0,0,0,0,
2020-04-25,JP-36,0,0,0,0,0,0,14,0,0,0,0,0,25,
2020-04-26,JP-36,0,23,0,0,0,27,14,0,0,0,0,0,0,
2020-04-27,JP-36,22,0,0,0,0,38,64,0,0,0,0,23,51,
2020-04-28,JP-36,0,0,0,0,0,27,40,0,0,0,0,0,0,
2020-04-29,JP-36,0,0,0,0,0,28,28,0,0,0,0,0,26,
2020-04-30,JP-36,0,0,0,0,0,0,37,0,0,0,0,0,23,
2020-05-01,JP-36,44,0,0,0,0,13,26,0,0,0,0,0,0,
2020-05-02,JP-36,45,0,0,0,0,0,28,0,0,0,0,23,0,
2020-05-03,JP-36,42,0,0,0,0,13,13,0,0,0,0,22,0,
2020-05-04,JP-36,44,0,27,0,0,13,80,0,0,0,0,23,0,
2020-05-05,JP-36,21,0,0,0,0,0,26,0,0,0,0,22,0,
2020-05-06,JP-36,0,0,0,0,0,13,13,0,0,0,0,0,0,
2020-05-07,JP-36,22,44,0,0,0,13,13,0,0,0,0,0,0,
2020-05-08,JP-36,44,0,0,70,36,14,27,0,0,0,0,23,0,
2020-05-09,JP-36,21,21,0,0,0,40,53,0,0,0,0,0,0,
2020-05-10,JP-36,0,0,0,0,0,0,13,0,0,0,0,0,25,
2020-05-11,JP-36,23,0,0,0,0,42,41,0,0,36,0,24,0,
2020-03-10,JP-37,41,0,100,0,0,11,11,0,0,0,0,0,27,
